Metric,Value
FLOPs,37.62 MMac
Parameters,68.72 M
Model Size (MB),262.23730087280273
Training Losses
,4.024350262501023
,3.865053271705454
,3.700397505678914
,3.513163709505038
,3.2595408938147803
,3.026303007521413
,2.8037573742595585
,2.6094563881104644
,2.4523004665970802
,2.288040318949656
,2.1770819439129396
,2.0695248601788823
,1.97872827981006
,1.8909105113284155
,1.7966703156178647
,1.7276193387806416
,1.6673628213730725
,1.5951653028076345
,1.5241003764623946
,1.4618181369521401
,1.411877408962358
,1.3435141569511457
,1.294601210308346
,1.2189210387454792
,1.1596277005631814
,1.1081702004779468
,1.033292988484556
,0.9974514090202071
,0.9294723748144779
,0.8699059904637662
,0.8135429907759483
,0.7578500223092057
,0.7093408150090412
,0.6593591191551902
,0.6220500156791373
,0.5826204212128439
,0.5478472524237904
,0.5027699738910253
,0.47501596639102156
,0.42886985825713386
,0.44422587053850293
,0.4052813963287256
,0.36076209105720575
,0.33394111322493036
,0.2959160668860105
,0.3001715240534395
,0.3099993621422486
,0.2797292020087215
,0.2713677362877537
,0.27004652233286336
,0.23540220617062665
,0.24388842932371932
,0.23282047793988817
,0.2179921747142957
,0.20610966730270197
,0.19153768609447236
,0.215028930593028
,0.20216334236531772
,0.20615712578662418
,0.212295727444474
,0.21003489185717295
,0.21603245748503302
,0.1803595319242132
,0.1786711787995459
,0.17680910266724162
,0.17984055241950872
,0.16760509011378003
,0.18315199030224572
,0.1685515322447331
,0.18975706564643505
,0.18423012462021274
,0.1665752754250372
,0.17890561678954822
,0.1602202378827232
,0.171364595933648
,0.1832782590274953
,0.17032739390957763
,0.16773055209143256
,0.1672385246281258
,0.151606064776636
,0.1447371703212742
,0.16387459901373155
,0.1736438617385416
,0.19119041628966277
,0.17459989932831377
,0.16689236825120382
,0.15437113310591402
,0.1641615883299065
,0.17019299090712925
,0.15851977133107456
,0.1762867287245833
,0.17443670677444476
,0.17846820343666794
,0.17529990746301005
,0.19729933165945113
,0.17606096845966848
,0.12123121528103101
,0.15518910482271828
,0.15783568960614502
,0.17018176789861172
Validation Losses
,3.958157181739807
,3.762803739309311
,3.609944260120392
,3.3728608667850493
,3.1424073576927185
,2.915989100933075
,2.63778475522995
,2.5891923785209654
,2.3862401127815245
,2.3471141934394835
,2.1500252038240433
,2.184581345319748
,2.1486415296792982
,2.051600840687752
,1.972588726878166
,1.9826763421297073
,2.0284453630447388
,2.014330345392227
,2.107864686846733
,2.029930940270424
,2.047962191700935
,1.9855159789323806
,2.01306831240654
,1.9830628722906112
,1.9639221161603928
,2.0665794134140016
,2.053854528069496
,2.058204358816147
,2.059150943160057
,2.100835543870926
,2.3096661269664764
,2.222342550754547
,2.2687277108430863
,2.3808667331933977
,2.46553897857666
,2.36341373026371
,2.485018438100815
,2.411883693933487
,2.7627296924591063
,2.6930389657616614
,2.5902299761772154
,2.70841888487339
,2.6396738827228545
,2.756733018159866
,2.7951277017593386
,2.7845940053462983
,2.767828243970871
,2.7439014613628387
,2.8899554669857026
,2.928940552473068
,2.973836341500282
,3.0027979493141173
,2.866520345211029
,2.8279995143413545
,3.0719141721725465
,2.9421796441078185
,2.9164506137371062
,3.111958211660385
,2.9845945239067078
,2.8492062956094744
,3.1444692969322205
,3.145388072729111
,3.065737158060074
,3.0720141351222994
,3.0813449680805207
,2.998569405078888
,3.0069864630699157
,2.858174514770508
,3.223066931962967
,2.9657410949468614
,3.0646840631961823
,3.1504882991313936
,3.012697395682335
,3.074213433265686
,3.0654898285865784
,3.083649384975433
,3.147238439321518
,2.986732620000839
,3.203917944431305
,3.2237266838550567
,3.216243827342987
,3.2352069914340973
,3.199170821905136
,3.0784831792116165
,3.0202180981636046
,3.0255926668643953
,3.2754983067512513
,3.107117050886154
,2.9960301399230955
,3.1936237514019012
,3.2207135558128357
,3.10701562166214
,3.2422681510448457
,3.3480484545230866
,3.0497667729854583
,3.0943679928779604
,3.0076973378658294
,3.1729660034179688
,3.212974137067795
,3.0683791756629946
Training Accuracies
,7.964444444444444
,10.455555555555556
,13.166666666666666
,16.593333333333334
,21.195555555555554
,25.566666666666666
,30.07777777777778
,33.78888888888889
,37.36222222222222
,40.397777777777776
,42.98222222222222
,45.56
,47.28
,49.617777777777775
,51.70444444444445
,53.397777777777776
,54.846666666666664
,56.38666666666666
,58.33111111111111
,59.56
,60.86666666666667
,62.42666666666667
,63.7
,65.44222222222223
,66.91333333333333
,68.23777777777778
,69.81333333333333
,70.99777777777778
,72.88
,74.12222222222222
,75.59777777777778
,77.27111111111111
,78.56666666666666
,80.02444444444444
,80.96888888888888
,82.16888888888889
,83.01555555555555
,84.38222222222223
,85.13111111111111
,86.46888888888888
,86.2311111111111
,87.29555555555555
,88.54
,89.56
,90.7311111111111
,90.46888888888888
,90.15333333333334
,91.33555555555556
,91.38666666666667
,91.55777777777777
,92.57333333333334
,92.35555555555555
,92.86888888888889
,93.22444444444444
,93.51333333333334
,94.07111111111111
,93.23333333333333
,93.70666666666666
,93.47777777777777
,93.49777777777778
,93.39777777777778
,93.39777777777778
,94.44
,94.54666666666667
,94.31555555555556
,94.46888888888888
,94.83111111111111
,94.39111111111112
,94.75555555555556
,94.13555555555556
,94.52222222222223
,94.91777777777777
,94.60444444444444
,95.05333333333333
,94.63333333333334
,94.40666666666667
,94.84
,94.85111111111111
,94.86222222222223
,95.26444444444445
,95.58666666666667
,95.02222222222223
,94.76444444444445
,93.97777777777777
,94.70444444444445
,94.88222222222223
,95.5
,94.97777777777777
,94.90666666666667
,95.21111111111111
,94.64444444444445
,94.66666666666667
