Metric,Value
FLOPs,390.96 MMac
Parameters,4.14 M
Model Size (MB),16.06000328063965
Training Losses
,92.84222222222222
,93.19111111111111
,92.78444444444445
,92.32666666666667
,92.76666666666667
,93.45333333333333
,93.35555555555555
,93.74888888888889
,93.16
,93.58444444444444
,94.07555555555555
Validation Accuracies
,22.08
,29.64
,35.06
,41.2
,43.08
,46.7
,49.42
,50.3
,51.24
,52.76
,53.26
,52.98
,53.82
,53.72
,53.6
,53.7
,54.12
,54.76
,54.3
,55.7
,55.18
,54.28
,53.46
,55.02
,53.24
,54.22
,54.3
,54.56
,54.92
,53.7
,53.66
,54.6
,55.1
,53.42
,54.2
,55.24
,55.28
,54.88
,53.14
,54.22
,54.18
,54.18
,53.84
,54.76
,55.14
,53.78
,55.84
,54.4
,55.3
,55.04
,54.5
,53.9
,54.84
,55.7
,54.7
,55.16
,54.52
,54.9
,55.38
,55.86
